ItemNo,Description1,client,B408020,B193818
L-BAG03-20x30,ถุงผ้าแก้ว Size L (20*30CM),DEFAULT,,
L-BAG03-PS01,ถุง Refill 1 โล (16.50CM*28CM),DEFAULT,,
L-BAG04-Silver,ถุงเงินหนังจรเข้ ES-S2-05 สีเงิน,DEFAULT,,
L-Bag05-15x7x15,ถุงShopping8089 # S (15*7*15cm) คละสี,DEFAULT,,48
L-Bag05-20x8x20,ถุงShopping8089 # M (20*8*20cm) คละสี,DEFAULT,,
L-Bag05-28x10x28,ถุงShopping8089 # L (28*10*28cm) คละสี,DEFAULT,,60
L-Bag06-10x15,ถุงฟลอยด์ มีก้นตั้งได้ 10x15 (+3),DEFAULT,,400
L-Bag06-16x24,ถุงฟลอยด์ มีก้นตั้งได้ 16x24 (+4),DEFAULT,,300
L-Bag06-18x26,ถุงฟลอยด์ มีก้นตั้งได้ 18x26 (+4),DEFAULT,,300
L-Bag06-20x30,ถุงฟลอยด์ มีก้นตั้งได้ 20x30 (+4),DEFAULT,,200
L-BAG07-10x15,ถุงใสใส มีก้นตั้งได้ 10x15 (+3),DEFAULT,,400
L-BAG07-16x24,ถุงใสใส มีก้นตั้งได้ 16x24 (+4),DEFAULT,,300
L-BAG07-18x26,ถุงใสใส มีก้นตั้งได้ 18x26 (+4),DEFAULT,,300
L-BAG07-20x30,ถุงใสใส มีก้นตั้งได้ 20x30 (+4),DEFAULT,,200
L-BAG08-10x17.5,ถุงฟลอยด์ ซิปลอก 10x17.5,DEFAULT,,400
L-BAG08-16x24,ถุงฟลอยด์ ซิปลอก 16x24,DEFAULT,,300
L-BAG08-18x26,ถุงฟลอยด์ ซิปลอก 18x26,DEFAULT,,300
L-BAG08-20x30,ถุงฟลอยด์ ซิปลอก 20x30,DEFAULT,,200
L-BAG09-10x20,ถุงฟลอยด์พับข้าง 10x20 (+3+3+3),DEFAULT,,400
L-BAG09-12x22,ถุงฟลอยด์พับข้าง 12x22 (+3+3+3),DEFAULT,,400
L-BAG09-14x24,ถุงฟลอยด์พับข้าง 14x24 (+3+3+3),DEFAULT,,300
L-BAG09-16x26,ถุงฟลอยด์พับข้าง 16x26 (+3+3+3),DEFAULT,,300
L-BAG10-10x20,ถุงใสใส พับข้าง 10x20 (+3+3+3),DEFAULT,,300
L-BAG10-12x22,ถุงใสใส พับข้าง 12x22 (+3+3+3),DEFAULT,,300
L-BAG10-14x24,ถุงใสใส พับข้าง 14x24 (+3+3+3),DEFAULT,,300
L-BAG10-16x26,ถุงใสใส พับข้าง 16x26 (+3+3+3),DEFAULT,,150
L-BAG11-09x14,ถุงน้ำตาลมีก้นต้งได้เจาะช่อง 9X14,DEFAULT,,400
L-BAG11-12x20,ถุงน้ำตาลมีก้นต้งได้เจาะช่อง 12x20,DEFAULT,,300
L-BAG11-15x22,ถุงน้ำตาลมีก้นต้งได้เจาะช่อง 15x22,DEFAULT,,200
L-BAG11-18x26,ถุงน้ำตาลมีก้นต้งได้เจาะช่อง 18x26,DEFAULT,,150
L-BAG11-20x30,ถุงน้ำตาลมีก้นต้งได้เจาะช่อง 20x30,DEFAULT,,100
L-BAG12-12x20,ถุงขาวล้วนมีก้นต้งได้เจาะช่อง 12x20 (+4),DEFAULT,,300
L-BAG12-16x24,ถุงขาวล้วนมีก้นต้งได้เจาะช่อง 16x24 (+4),DEFAULT,,150
L-BAG12-18x26,ถุงขาวล้วนมีก้นต้งได้เจาะช่อง 18x26 (+4),DEFAULT,,
L-BAG13-02M-Blue,ถุงเมทัลลิก Size M (No.1143) สีฟ้า,DEFAULT,,36
L-BAG13-02M-Pink,ถุงเมทัลลิก Size M (No.1143) สีชมพู,DEFAULT,,36
L-BAG13-02M-Violet,ถุงเมทัลลิก Size M (No.1143) สีม่วง,DEFAULT,,36
L-BAG14-01S-Pink,ถุงชาแนล Size S (No.9853) สีชมพู,DEFAULT,,72
L-BAG14-02M-Black,ถุงชาแนล Size M (No.9853) สีดำ,DEFAULT,,36
L-BAG14-02M-Pink,ถุงชาแนล Size M (No.9853) สีชมพู,DEFAULT,,36
L-BAG15-02M-Gold,ถุงจุด Size M (No.1137) สีทอง,DEFAULT,,36
L-BAG15-02M-Silver,ถุงจุด Size M (No.1137) สีเงิน,DEFAULT,,36
L-BAG16-02M-Blue,ถุงสโนว์ Size M (No.1127) สีฟ้า,DEFAULT,,36
L-BAG16-02M-Pink,ถุงสโนว์ Size M (No.1127) สีชมพู,DEFAULT,,36
L-BAG17-02M-Black,ถุงการ์เด้น Size M (No.1115) สีดำ,DEFAULT,,
L-BAG17-02M-Blue,ถุงการ์เด้น Size M (No.1115) สีฟ้า,DEFAULT,,
L-BAG17-02M-Brown,ถุงการ์เด้น Size M (No.1115) สีน้ำตาล,DEFAULT,,
L-BAG17-02M-Pink,ถุงการ์เด้น Size M (No.1115) สีชมพู,DEFAULT,,
L-BAG17-02M-White,ถุงการ์เด้น Size M (No.1115) สีขาว,DEFAULT,,
L-BAG18-02M-Black,ถุงวานิลลา Size M (No.9893-9895) สีดำ,DEFAULT,,48
L-BAG18-02M-Blue,ถุงวานิลลา Size M (No.9893-9895) สีฟ้า,DEFAULT,,48
L-BAG18-02M-Pink,ถุงวานิลลา Size M (No.9893-9895) สีชมพู,DEFAULT,,48
L-BAG18-02M-Red,ถุงวานิลลา Size M (No.9893-9895) สีแดง,DEFAULT,,48
L-BAG19-01S-01,ถุงดิออร์ Dior Size S (14x11x6.5) ชมพู 9931,DEFAULT,,
L-BAG19-01S-02,ถุงดิออร์ Dior Size S (14x11x6.5) ดำ 9933,DEFAULT,,
L-BAG25-VC1KG,ถุง VC บรรจุ 1kg ใส,DEFAULT,,
L-BAG25-VCCAP,ฝา ถุงVC1kg,DEFAULT,,600
L-BOX04-01S,กล่องของขวัญน้ำตาลโบว์ S,DEFAULT,,24
L-BOX04-02M,กล่องของขวัญน้ำตาลโบว์ M,DEFAULT,,9
L-BOX04-03L,กล่องของขวัญน้ำตาลโบว์ L,DEFAULT,,3
L-BOX04-04XL,กล่องของขวัญน้ำตาลโบว์ XL,DEFAULT,8,
L-BOX05-01S,กล่องกะลาสี น้ำตาล S (8.5*15.5),DEFAULT,,
L-BOX05-02M,กล่องกะลาสี น้ำตาล M (12.5*15.5),DEFAULT,,
L-CUP01(3020)-400,แก้วน้ำ No.3020 แถมหลอด คละสี 400ml,DEFAULT,,4
L-CUP02(2700)-400,แก้วน้ำ No.2700 Bonjuor แถมหลอด คละสี 400ml,DEFAULT,,4
L-CUP03(1031),ขวดน้ำPETฝาโค๊ก # 1301,DEFAULT,,12
L-CUP04(3015),ขวดแก้วน้ำดื่มสายห้อย # 3015,DEFAULT,,
O-AUSW01,ฝา CRC45mm สีดำ LOGO Auswellife,DEFAULT,,
O-AUSW02,ฝา CRC45mm สีดำ LOGO WL,DEFAULT,,
O-CHAI01,หลอด 38*135 ใสเงา สกรีนว่านหางจรเข้ (คุณชัย),DEFAULT,,
O-CHER01,ขวด OW150W สกรีน Cher Anti Acne (CHER),DEFAULT,200,
O-CHER02,ขวด SA120 ขาวนวล (CHER),DEFAULT,300,50
O-Glownith01,ขวด OW 200ml สีใส สกรีน Grow9 Oganic Moose Foam,DEFAULT,100,
O-JaaCitra01,Order ขวดซิตร้า สีขาวทึบ,DEFAULT,,
O-MOBY01,กระปุก PET89-500ml ใส สกรีนหมีMoby,DEFAULT,40,
O-Narisara01-02,ฝาฟลิบหลอด ได50 สีน้ำตาล (Narisara),DEFAULT,,
O-NASU02-02,ฝาใส/เงิน Nasu 40mm,DEFAULT,,
O-Pin01,Order ขวดวงกลมแบน 100ml สีน้ำตาล,DEFAULT,,
O-VB01,ขวดแก้ว 8CC,DEFAULT,,300
O-VB02-GO,Sprayer Di13 ทองเงา,DEFAULT,,400
O-VB02-SS,Sprayer Di13 เงินเงา,DEFAULT,,400
O-YA-C13-1000,SPF15 MADAME 1000g,DEFAULT,,
O-YA-C16-1000,Whitening Cream เนื้อครีมสีเขียว (QI10/0280) อาบูติน 1000g,DEFAULT,,
O-YA-C17-0002,ครีมหอยทาก White Essense 2g บรรจุในซองทอง 6*8cm,DEFAULT,,
O-YA-C23-0001,Order CC Cream บรรจุ 1 กรัม ใส่ซองสกรีนลาย,DEFAULT,,
O-YA-C23-0005,Order CC Cream บรรจุ 5 กรัม ใส่ถุงสกรีนสีทองปากฝาหมุน,DEFAULT,,
O-YA-C24-0001,Order BB Cream บรรจุ 1 กรัม ใส่ซองสกรีนลาย,DEFAULT,,
O-YA-C24-0001,Order BB Cream บรรจุ 1 กรัม ใส่ซองสกรีนลาย,DEFAULT,,
O-YA-C24-0010,Order BB Cream บรรจุ 10 กรัม ใส่ถุงสกรีนสีทองปากฝาหมุน,DEFAULT,,
O-YA-C24-1000,Order BB Cream บรรจุขวด 1kg,DEFAULT,,
O-YA-P05,กล่องสำรอง BB,DEFAULT,,
O-YA-P06,กล่องสำรอง CC,DEFAULT,,
O-YA-P07-01,แผ่นโฟม 28มิล สกรีนมาดาม - สกรีนสีดำ,DEFAULT,,
O-YA-P07-02,แผ่นโฟม 28มิล สกรีนมาดาม - Screen Gold Color,DEFAULT,,
O-YA-P07-04,แผ่นโฟมกาว 27.2มิล สกรีนทองมาดาม ของ กป NEW (4g),DEFAULT,,
O-YA-P07-05,แผ่นโฟมรองฝา  ของกระปุก NEW (4g),DEFAULT,,
O-YA-P07-06,แผ่นใน ปั๊มโลโก้ ของกระปุก NEW (10g),DEFAULT,,
O-YA-P07-07,แผ่นโฟมรองฝา  ของกระปุก NEW (10g),DEFAULT,,
O-YA-P08,หลอดทอง 19*50 สกรีน Madame SPF (เฉพาะหลอด),DEFAULT,,
O-YA-P14,Madame หลอดBN-50gทอง+ฝาทอง+สกรีน2สี Whip Foam,DEFAULT,400,50
O-YA-P18Body,Madame ตัวกระปุก รุ่น NEW 4g ทอง,DEFAULT,,
O-YA-P25,แผ่นปิดถ้วย IN (10) สกรีนสีทอง Madame,DEFAULT,,
SP-LA-0812,LA-0812 ฟองน้ำขัดหน้าอมยิ้ม,DEFAULT,,24
SP-LA-2350,LA-2350 Make Up Brush Set,DEFAULT,,
SP-LA-31,LA-31 กบเหลาดินสอ,DEFAULT,,24
SP-LA-3313,LA-3313 Eye Shadow เปลี่ยนไส้,DEFAULT,,
SP-LA-3320,LA-3320 Eye Shadow Stick,DEFAULT,,
SP-LA-3325,LA-3325 กรรไกรตัดเล็บอันเล็ก,DEFAULT,,
SP-LA-79910,LA-79910 Cushion Puff  มือสอด,DEFAULT,,36
SP-LA-A0185,LA-A0185 ไม้วาดคิ้ว,DEFAULT,,12
SP-LA-A0422,LA-A0422 กรรไกร แบบมีหวี,DEFAULT,,36
SP-LA-A0853,LA-A0853 ที่กันคิ้ว (เซต 3 ชิ้น),DEFAULT,,24
SP-LA-A0918,LA-A0918 มีโกน (เซต 3 ชิ้น),DEFAULT,,24
SP-LA-A528,LA-A528 กระดาษซับมัน,DEFAULT,,36
SP-LA-A601,LA-A601 แบบวาดคิ้ว,DEFAULT,,
SP-LA-A705,LA-A705 Cushion Puff แพคคู่ลายสามเหลี่ยม,DEFAULT,,
SP-LA-A713,LA-A713 Cushion Puff แพคคู่ลายนก,DEFAULT,,
SP-LA-A716,LA-A716 Cushion Puff แพคคู่ลายจุด,DEFAULT,,
SP-LA-A743,LA-A743 Powder Puff กลม (ห่อ25ชิ้น),DEFAULT,,
SP-LA-A769,LA-A769 Cushion Puff หัวใจ,DEFAULT,,36
SP-LA-A779,LA-A779 ที่วางฟองน้ำเกาหลีไข่แตก,DEFAULT,,
SP-LA-A781,LA-A781 ที่วางฟองน้ำเกาหลีจักรยาน,DEFAULT,,
SP-LA-A789,LA-A789 Cushion Puff รูปไข่,DEFAULT,,50
SP-LA-A80023,SP-LA-A80023 ฟองน้ำขาวMix3,DEFAULT,,50
SP-LA-A80024,SP-LA-A80024 ฟองน้ำสี่เหลี่ยมตัดแบ่งชมพู,DEFAULT,,50
SP-LA-A907,LA-A907 ที่กันคิ้ว แพคคู่,DEFAULT,,
SP-LA-B0025,LA-B0025 Foaming Net เดี่ยว,DEFAULT,,
SP-LA-B0153,LA-B0153 Make Up Cotton Box,DEFAULT,,
SP-LA-B033,LA-B033 ที่หนีบจมูก,DEFAULT,,50
SP-LA-B0807,SP-LA-B0807 พัฟพาวเดอร์ตลับ,DEFAULT,,50
SP-LA-B0943,LA-B0943 Powder Puff หลามตัด,DEFAULT,,
SP-LA-B2025,LA-B2025 ฟองน้ำขาวละเอียด แพคคู่,DEFAULT,,
SP-LA-B2083,LA-B2083 ฟองน้ำโบว์ แพคคู่,DEFAULT,,
SP-LA-B2129,LA-B2129 ฟองน้ำขยายได้ ขาว,DEFAULT,,
SP-LA-B2141,SP-LA-B2141 ฟองน้ำอาบน้ำ Soil แพคคู่,DEFAULT,,
SP-LA-B2186,LA-B2186 ฟองน้ำหยาบแพคคู่,DEFAULT,,
SP-LA-B2401,LA-B2401 Foaming Net แพคคู่แบบมีเม็ดด้านใน,DEFAULT,,
SP-LA-B2402,LA-B2402 Foaming Net แพคคู่แบบถุง,DEFAULT,,
SP-LA-C0174,LA-C0174 กรรไกรตัดเล็บอันใหญ่,DEFAULT,,
SP-LA-C0330,LA-C0330 แปรงขัดเท้า 2 หน้า,DEFAULT,,24
SP-LA-C0336,LA-C0336 ตะไบด้ามพลาสติก,DEFAULT,,
SP-LA-C047,LA-C047 ฟองน้ำถูตัวแบบทั่วไป,DEFAULT,,12
SP-LA-C049,LA-C049 ฟองน้ำถูตัว แบบมีเม็ด,DEFAULT,,
SP-LA-C164,LA-C164 หวีพับ,DEFAULT,,100
SP-LA-C167,LA-C167 ถุงมืออาบน้ำ,DEFAULT,,36
SP-LA-C222,LA-C222 โรลม้วนผม L (ห่อ6ชิ้น),DEFAULT,,
SP-LA-C223,LA-C223 โรลม้วนผม M (ห่อ8ชิ้น),DEFAULT,,
SP-LA-C225,LA-C225 โรลม้วนผม S (ห่อ12ชิ้น),DEFAULT,,13
SP-LA-D0847,LA-D0847 กระดาษอัดเม็ด (เม็ดใหญ่ 4เม็ด/ห่อ),DEFAULT,,36
SP-LA-D0872,LA-D0872 เม็ดมาร์คใส่กล่อง (16เม็ด),DEFAULT,,12
SP-LA-D0874,LA-D0874 เม็ดมาร์คสีดำ (ห่อ30ชิ้น),DEFAULT,,
SP-LA-F0105,LA-F0105 กรรไกรตัดเล็บแบบเซต,DEFAULT,,
SP-LA-F0128,LA-F0128 ชุดตัดเล็บ,DEFAULT,,6
SP-LA-LA1077,LA-LA1077 Travel Set ฝาพลาสติก,DEFAULT,,
SP-LA-LM699,LA-LM699 ขวดมูจิแบบนิ่ม 100ml,DEFAULT,,24
SP-LA-LM700,LA-LM700 ขวดมูจิแบบนิ่ม 50ml,DEFAULT,,48
SP-LA-M1022,LA-M1022 ที่นวดตัวแบบเส้น,DEFAULT,,
SP-LA-M1059,LA-M1059 ลูกกลิ้งนวดใต้ตา,DEFAULT,,36
SP-LA-M1068,LA-M1068 ที่นวดศรีษะ,DEFAULT,,
SP-LA-M1071,LA-M1071 ที่นวดคาง,DEFAULT,,
SP-LA-M1080,LA-M1080 ที่นวดคอ,DEFAULT,,
SP-LA-M1086,LA-M1086 เชือกออกกำลังกาย,DEFAULT,,
SP-LA-M1089,LA-M1089 ที่นวดจมูก,DEFAULT,,12
SP-LA-MLM-E512,SP-LA-MLM-E512 ฟองน้ำMixหลามตัดวงกลม,DEFAULT,,24
SP-LA-MLM-Y500,SP-LA-MLM-Y500 แปรงพัฟฝาครอบ,DEFAULT,,30
SP-LA-N001,LA-N001 แหนบ,DEFAULT,,50
SP-LA-N053,LA-N053 ที่ดัดขนตา,DEFAULT,,
SP-LA-N102,LA-N102 ที่หนีบหัวสิว,DEFAULT,,36
SP-LA-N150,LA-N150 ตะไบเล็บสแตนเลส,DEFAULT,,100
SP-LA-N151,LA-N151 ที่ขูดจมูกเล็บ,DEFAULT,,
SP-LA-N152,LA-N152 ที่แคะหู,DEFAULT,,36
SP-LA-N200,LA-N200 กรรไกรจิ๋ว,DEFAULT,,
SP-LA-N202,LA-N202 กรรไกรตัดขนจมูก,DEFAULT,,
SP-LA-N409,LA-N409 ฟองน้ำดำแบบหนา แพคคู่,DEFAULT,,12
SP-LA-N409,LA-N409 ฟองน้ำดำแบบหนา แพคคู่,DEFAULT,,12
SP-LA-N411,SP-LA-N411 ฟองน้ำสี่เหลี่ยมจุดห่าง,DEFAULT,,
SP-LA-N501,LA-N501 กระดาษอัดเม็ด (ห่อะ24เม็ด),DEFAULT,,36
SP-LA-N750,LA-N750 หมวกอาบน้ำ,DEFAULT,,24
SP-LA-N752,LA-N752 ผ้าคาดผมลายจุด,DEFAULT,,24
SP-LA-N753,LA-N753 ผ้าเช็ดผมลายจุด,DEFAULT,,
SP-LA-T013,SP-LA-T013 ฟองน้ำใข่บรรจุกล่องทรงสูง,DEFAULT,,
SP-LA-YC052,SP-LA-YC052 แปรงเขียนคิ้วทองแดง 052,DEFAULT,,
SP-LA-YC053,SP-LA-YC053 แปรงเขียนคิ้วทองแดง 053,DEFAULT,,48
SP-LA-YF093,LA-YF093 แท่นวางฟองน้ำเกาหลี,DEFAULT,,20
SP-LA-YF131,LA-YF131 ฟองน้ำเกาหลีเพชรพร้อมแท่นตั้ง,DEFAULT,,24
SP-LA-YU011,LA-YU011 สำลีเช็ดหน้าแบบม้วนใส่กล่อง,DEFAULT,,10
SP-LA-Z303,LA-Z303 ฟองน้ำหยาบวงรี แพคคู่,DEFAULT,,
SP-LA-Z305,LA-Z305 ฟองน้ำขาวเต้าหู้ปั๊มรูปข้าวละเอียด,DEFAULT,,12
SP-L-FB02,ผ้ากันเปื้อน,DEFAULT,,
SP-L-FB03,ผ้าคาดผม 1 ชิ้น,DEFAULT,,12
SP-L-HO01-03,มีดโกนหนวดน้ำยา HO01-03 (ถุงฟรอยด์),DEFAULT,,
SP-L-HO03-01,ถุงอนามัย HO03-01 (ถุงฟรอยด์),DEFAULT,,100
SP-L-HO05-01,รองเท้ากระดาษ 1คู่ รุ่นบาง,DEFAULT,,10
SP-L-HO05-02,รองเท้าแตะโรงแรม 02 กระดาษหนา,DEFAULT,,10
SP-L-HO05-03,รองเท้าแตะโรงแรม 03 ขนหนูหัวเปิด,DEFAULT,,10
SP-L-HO05-04,รองเท้าแตะโรงแรม 04 ขนหนูหัวปิด,DEFAULT,,10
SP-L-HO05-05,รองเท้าแตะโรงแรม 05 ผ้าฝ้ายมาริออท,DEFAULT,,10
SP-L-HO08-01,เซตเข็มด้าย HO08-01 (ถุงฟรอยด์),DEFAULT,,200
SP-L-HO10-04,หวียาว HO10-04 (ถุงฟรอยด์),DEFAULT,,250
SP-L-HO15-03,คอตตอนบัต 4 ก้าน (ถุงฟรอยด์),DEFAULT,,200
SP-L-HO18-01,ถุงมือขัดรองเท้า HO18-01 (ถุงฟรอยด์),DEFAULT,,
SP-L-HO20-01,หมวกคลุมผมกระดาษ ตัวหนอน 100 ชิ้น,DEFAULT,,100
SP-L-HO20-04,หมวกอาบนํ้าซองเคลือบ ห่อ 50 ชิ้น,DEFAULT,,200
SP-L-HO20-05,หมวกอาบน้ำ HO20-05 (ถุงฟรอยด์),DEFAULT,,200
SP-L-HO25-01,เซ็ตแปรงสีฟันยาสีฟัน 01 (AME),DEFAULT,,150
SP-L-HO25-02,Set แปรงสีฟัน HO25-02 (ถุงฟรอยด์),DEFAULT,,150
SP-L-HO30-01,Stickerโรงแรมเบอร์1-ขาวดำ1แผ่น(24ดวง),DEFAULT,,
SP-L-HO31-09MM,สติกเกอร์ฟรอยด์ปิดปากหลอดได0.9 (แผ่นละ360ดวง),DEFAULT,,72000
SP-L-HO31-13MM,สติกเกอร์ฟรอยด์ปิดปากหลอดได1.3 (แผ่นละ176ดวง),DEFAULT,,35200
SP-L-HO31-19MM,สติกเกอร์ฟรอยด์ปิดปากหลอดได1.9 (แผ่นละ84ดวง),DEFAULT,,16800
SP-L-HO31-25MM,สติกเกอร์ฟรอยด์ปิดปากหลอดได2.5 (แผ่นละ60ดวง),DEFAULT,,12000
SP-L-HO31-29MM,สติกเกอร์ฟรอยด์ปิดปากหลอดได2.9 (แผ่นละ40ดวง),DEFAULT,,8000
SP-L-HO31-32MM,สติกเกอร์ฟรอยด์ปิดปากหลอดได3.2 (แผ่นละ40ดวง),DEFAULT,,8000
SP-L-HO31-50MM,สติกเกอร์ฟรอยด์ปิดปากหลอดได5.0 (แผ่นละ18ดวง),DEFAULT,,3600
SP-L-HO32-01,สติกเกอร์ PVC 1 ตารางเมตร พิมพ์ลาย,DEFAULT,,
SP-L-HO32-05,แผ่นไวนิล 1 ตารางเมตร พิมพ์ลาย,DEFAULT,,
SP-L-OT03-01,สลิงค์Nipro20ml,DEFAULT,,
SP-L-OT03-02,สลิงค์Turumo50ml,DEFAULT,,
SP-L-OT03-03,สลิงค์จัมโบ้ 150ml,DEFAULT,,25
